,Unnamed: 0,created_date,tweets,sentiment
1033,1033,2019-03-28,Chart Day : Lululemon Stock Stretched Far ? Via @ KevinCurranRM,Positive
1034,1034,2019-03-28,Off auction off balloons wonderful Babies Heart Fund gala perhaps rare backstage pass four @ MadMoneyOnCNBC,Positive
1035,1035,2019-03-28,Bad miss,Negative
1036,1036,2019-03-28,RT @ TheStreet : diverse esports ? Navigate investing booming gaming industry free whitepaper :,Positive
1037,1037,2019-03-28,"RT @ TheStreet : become expensive buy Lyft ? @ JimCramer n't crystal ball , advice :",Negative
1038,1038,2019-03-28,"RT @ mracubsfan : @ jimcramer Heard piece $ C & amp ; concur . Root cause IMO bank made public utility , investors…",Neutral
1039,1039,2019-03-28,view decade . supposed whip out Apple believe . l…,Neutral
1040,1040,2019-03-28,"RT @ TheStreet : Warren Buffet might sure well Apple 's $ AAPL new services perform , 's @ JimCramer feeling prett…",Positive
1041,1041,2019-03-28,RT @ TheStreet : Buy Lyft 's IPO ? @ NelWang @ TiernanRayTech take look :,Neutral
1042,1042,2019-03-28,RT @ TheStreet : NEWSFLASH : @ JimCramer writes daily column ... .and 21 YEARS . READ @ RealMoney :,Neutral
1043,1043,2019-03-28,eager $ JNJ approved eskatamine Spravato . Many vets suffer severe tinn…,Positive
1044,1044,2019-03-28,RT @ johncmoses : @ TheStreet @ jimcramer @ realmoney Booyah Jim . read Real Money stuff -- despite blistering production -- makes…,Positive
1045,1045,2019-03-28,"Trial , make decision way ...",Neutral
1046,1046,2019-03-28,"RT @ MadMoneyOnCNBC : $ AWK taken play out tortoise 's book , @ JimCramer says `` 's fine ''",Positive
1047,1047,2019-03-28,"Five delivers goodies , outlook worry investors",Neutral
1048,1048,2019-03-28,Red hot # StockoftheDay Lululemon needs male customers keep momentum moving via @ KevinCurranRm,Positive
1049,1049,2019-03-28,pay pay n't grouse great country 's people voted for..,Positive
1050,1050,2019-03-28,"Sparky hear word said , ? complaining SALT , complaining New York Ne…",Positive
1051,1051,2019-03-28,"retail comes big , think , going see $ 100 Lyft",Neutral
1052,1052,2019-03-28,ca n't thank enough subscribing,Neutral
1053,1053,2019-03-28,"RT @ TheStreet : exactly Apple Card mean $ AAPL ? @ ZevFima , research analyst @ JimCramer 's Action Alerts…",Positive
1054,1054,2019-03-28,RT @ TheStreet : . @ JimCramer @ marKatRoss LIVE @ NYSE,Positive
1055,1055,2019-03-28,tremendous exposition Apple card .,Positive
1056,1056,2019-03-28,oh give break.. see piece Apple card ? ?,Neutral
1057,1057,2019-03-28,RT @ jyarow : “ Communists always great capitalists. ” — @ jimcramer China .,Positive
1058,1058,2019-03-28,point rest ?,Neutral
1059,1059,2019-03-28,Ha,Neutral
1060,1060,2019-03-28,got roll punches ... .,Neutral
1061,1061,2019-03-28,Huge IPO Impact One @ ChrisJVersace @ aztecs99 's Trifecta Holdings,Positive
1062,1062,2019-03-28,RT @ ShannanSiemens : PSA : n't get near @ SquawkStreet set unless want @ jimcramer & amp ; @ davidfaber call up put mic you…,Positive
1063,1063,2019-03-28,RT @ ManFromMarina : @ jimcramer ’ recommend Real Money subscription anyone wants daily opinions stocks market many…,Positive
1064,1064,2019-03-28,RT @ TheStreet : Lululemon Atheltica $ LULU making investors feel bit comfortable earnings beat . @ KevinCurranRM breaks down…,Positive
1065,1065,2019-03-28,". @ Sarge986 Fed Day , earnings , $ CRM Lyft : Market Recon",Neutral
1066,1066,2019-03-28,". @ Sarge986 Fed Day , earnings , $ CRM Lyft : Market Recon",Neutral
1067,1067,2019-03-28,"thank ! started Realmoney 1999 still people never heard , . Insane ...",Negative
1068,1068,2019-03-28,topic ? ?,Neutral
1069,1069,2019-03-28,tell us . Dexcom getting killed . like Abbott n't think Dexcom killer ...,Negative
1070,1070,2019-03-28,"see , every time bonds tick up hair , stock futures downside . pedestrian ...",Neutral
1071,1071,2019-03-28,"talked way bummed out , 's .",Neutral
1072,1072,2019-03-28,love tweet ! sustain days ...,Positive
1073,1073,2019-03-28,Yes ! affording HBO 's left health care costs,Neutral
1074,1074,2019-03-28,way kind . Thanks much !,Positive
1075,1075,2019-03-27,. @ KevinCurranRM : Better Homebuilder Buy : KB Home # StockoftheDay Lennar ?,Positive
1076,1076,2019-03-27,make gigantic acquisition welcome show ... $ CNC,Positive
1077,1077,2019-03-27,RT @ ZevFima : Thoughts $ AAPL Card Following Yesterday 's Survey ...,Neutral
1078,1078,2019-03-27,Apple Qualcomm Still Seem Far Settling -- @ EricJhonsa Tech Check,Positive
1079,1079,2019-03-27,RT @ TheStreet : better days ahead $ MU ?,Positive
1080,1080,2019-03-27,"Thanks , kids make lot money , especially good things society",Positive
1081,1081,2019-03-27,watch Michael tonight CNBC make determination -- @ MadMoneyOnCNBC,Neutral
1082,1082,2019-03-27,RT @ realmoney : ready Lyft IPO ? @ jimcramer going lay out understand happened today what…,Positive
1083,1083,2019-03-27,RT @ TheStreet : NEWSFLASH : @ JimCramer writes daily column ... .and 21 YEARS . READ @ RealMoney :,Neutral
1084,1084,2019-03-27,"RT @ TheStreet : Whether 're already retired landed first job , 's time secure financial future :",Positive
1085,1085,2019-03-27,Captain Marvel Batting Leadoff Record-Breaking Lineup Disney,Neutral
1086,1086,2019-03-27,"RT @ TheStreet : Opinion : Everything 's Fine Tesla , n't Secondary Stock Offering ?",Positive
1087,1087,2019-03-27,Remember Fib Queen predicted weakness .,Neutral
1088,1088,2019-03-27,"RT @ TheStreet : 've heard @ JimCramer , read latest # StockoftheDay Man @ KevinCurranRM @ RealMoney :",Positive
1089,1089,2019-03-27,RT @ Dan_Fodell : @ jimcramer `` Nobody reads Real Money blogs ... nobody know ever reads Real Money blogs '',Positive
1090,1090,2019-03-27,"Apple 's TV+ really 'Netflix killer , ' something else entirely ? @ AnnieGaus breaks down :",Positive
1091,1091,2019-03-27,RT @ TheStreet : esports lingo up speed ? Navigate investing booming gaming industry free whitepaper :,Positive
1092,1092,2019-03-27,"retirement , n't miss April 6 symposium NYC",Neutral
1093,1093,2019-03-27,RT @ TheStreet : Apple 's $ AAPL New Services -- @ EricJhonsa breaks down 5 trends working favor,Negative
1094,1094,2019-03-27,RT @ TheStreet : @ ElonMusk 's court date ... . @ JimCramer @ marKatRoss LIVE 10 ET,Positive
1095,1095,2019-03-27,RT @ ShannanSiemens : @ SquawkStreet @ jimcramer tells @ davidfaber : one exciting months 've worked…,Positive
1096,1096,2019-03-27,"Yo , Sparky , hilarious hope 71 followers know say Apple n't sell -- my…",Positive
1097,1097,2019-03-27,"RT @ TheStreet : Logic , emotion banking sector -- @ JimCramer sings ballad Citigroup $ C @ RealMoney :",Neutral
1098,1098,2019-03-27,RT @ KerimaGreene : Centene CEO @ MadMoneyOnCNBC tonight discuss WellCare acquisition . @ jimcramer @ CNBC,Neutral
1099,1099,2019-03-27,"RT @ showtimelimonj : @ jimcramer @ JoeSquawk @ BeckyQuick love Joe gets started , , , guys show off show let Joe l…",Positive
1100,1100,2019-03-27,# StockoftheDay Lennar $ LEN sets firm foundation homebuilders via @ KevinCurranRM,Negative
1101,1101,2019-03-27,". @ Sarge986 complexity theory , operation un-twist managed care stocks",Neutral
1102,1102,2019-03-27,RT @ ScottRutt : Many Stocks : Cramer 's 'Mad Money ' Recap ( Tuesday 3/26/19 ),Negative
1103,1103,2019-03-27,RT @ JeffreySchmitz4 : @ JimCramer shares Zebra one three Z ’ “ ’ quit ” @ MadMoneyOnCNBC .,Neutral
1104,1104,2019-03-27,"RT @ realmoney : market repudiated idea owning 'value ' stocks . banks value names , @ jimcramer tel…",Neutral
1105,1105,2019-03-27,"RT @ TheStreet : 've heard @ JimCramer , learn little securing retirement April 6 symposium in…",Negative
1106,1106,2019-03-27,"Publications , programs , credit card ... sorts consolidation cord cutting family.. $ AAPL",Negative
1107,1107,2019-03-27,imagine circus Southern District Manhattan Federal Court April 4 : the…,Neutral
1108,1108,2019-03-27,glad tapped like ... always good know,Positive
1109,1109,2019-03-27,'s hysterical defend apple skeptics . since stock at…,Negative
1110,1110,2019-03-27,"Remember , $ AAPL knows cellphone sales slowing tapping 1.4 billion user base buying clout…",Negative
1111,1111,2019-03-27,Chief : GE took risk . Apple bears none risk.. need stay focused .,Neutral
1112,1112,2019-03-27,'s thought : president picked Stephen Moore Fed Chief would longer inverted yield…,Neutral
1113,1113,2019-03-27,biggest worry remains eps supply money tied up index funds wo n't able so…,Positive
1114,1114,2019-03-27,"gone , money stays gone returns index funds cant buy IPOs . Hence STRONG concern ... .",Positive
1115,1115,2019-03-27,moved Marcus Goldman.. Good rates . .One place.. unplug job ... sigh..,Positive
1116,1116,2019-03-27,run restaurants Apple cellphone . watch games high resolution screen . amalg…,Positive
1117,1117,2019-03-27,either wearing Airpod talking watch scribbling carrying phone every waking minute o…,Neutral
1118,1118,2019-03-27,'s people missing Apple : company -- country -- clout pull off d…,Negative
1119,1119,2019-03-27,RT @ spoonen : Thank Dale @ DEFerrario `` Develop Great Managers '' Podcast show .,Positive
1120,1120,2019-03-27,gave lung cancer would say yes,Neutral
1121,1121,2019-03-27,@ codywillard thanks Cody ! ! !,Positive
1122,1122,2019-03-27,"Actually , Tony 's worth market bear . think n't competitive ?",Positive
1123,1123,2019-03-27,us over 60 pay lot kids expenses thrilled ... Maybe need kids wh…,Positive
1124,1124,2019-03-27,ca n't wait ipos start flying . come day ipos thick w…,Negative
1125,1125,2019-03-27,Actually . business -- including syndicate work -- almost 40 years . good h…,Positive
1126,1126,2019-03-27,think vetted one fairly extensively ...,Neutral
1127,1127,2019-03-26,RT @ Fibonacciqueen : @ jlcooke99 @ jimcramer @ MadMoneyOnCNBC Thank ... .I 'll video tomorrow explain detail ... .. : ),Positive
1128,1128,2019-03-26,"Bakish ceo ! $ VIA , $ CBS",Neutral
1129,1129,2019-03-26,cowboy EVER liked.. Cause gentleman wife White House Correspondents Party.…,Positive
1130,1130,2019-03-26,RT @ Dell4Impact : miss @ MichaelDell 's conversation @ jimcramer earlier month ? @ DellTech making environment priorit…,Neutral
1131,1131,2019-03-26,RT @ evankirstel : . @ JimCramer Thinks Apple 's New Products 'No-Brainers ',Positive
1132,1132,2019-03-26,gon na hector ? may something hector tonight ...,Neutral
1133,1133,2019-03-26,Wither Viacom ? tonight ' business,Neutral
1134,1134,2019-03-26,cfo Noreen make change digitally illiterate comes banking..,Neutral
1135,1135,2019-03-26,signed up Apple card today . @ BarSanMiguelBK get lot Apple payers,Neutral
1136,1136,2019-03-26,"RT @ AlanTrefler : terrific conversation @ jimcramer last night @ MadMoneyOnCNBC talking Pega 's success , world-class cl…",Positive
1137,1137,2019-03-26,"RT @ RevShark : Trade Hot IPOs Lyft , Uber , Pinterest Get Set Go Public slew major names poised go public th…",Positive
1138,1138,2019-03-26,RT @ TheStreet : really @ JimCramer excited Apple 's new services ? ONE PASSWORD :,Positive
1139,1139,2019-03-26,RT @ TheStreet : n't afraid housing start number ? 's five reasons @ JimCramer n't worried :,Negative
1140,1140,2019-03-26,"RT @ jonfortt : @ StockNewsATM @ CNBC @ TheDomino @ jimcramer @ PowerLunch @ CNBCJosh @ CNBCClosingBell @ davidfaber think , n't b…",Neutral
1141,1141,2019-03-26,"RT @ TheStreet : n't worry yield curve , yet ?",Neutral
1142,1142,2019-03-26,. @ KevinCurranRM : # StockoftheDay Apple 's grand ambitions face healthy skepticism,Positive
1143,1143,2019-03-26,Apple Credit Card come juicy rewards - iPhone,Neutral
1144,1144,2019-03-26,RT @ TheStreet : one actually invest eSports ?,Neutral
1145,1145,2019-03-26,"RT @ TheStreet : n't remember anything else $ AAPL 's big event , keep one takeaway mind : Oprah . Read latest @ RealM…",Positive
1146,1146,2019-03-26,RT @ TheStreet : Still $ AAPL eye ? Read latest @ RealMoney # StockoftheDay :,Positive
1147,1147,2019-03-26,RT @ aztecs99 : strong move Zzz 's tech -- fabulous showing @ jimcramer last week @ MadMoneyOnCNBC --,Positive
1148,1148,2019-03-26,RT @ TheStreet : case missed : $ AAPL edition,Neutral
1149,1149,2019-03-26,RT @ ZevFima : new $ AAPL services product excited ? @ TheStreet @ jimcramer @ realmoney @ KevinCurranRM @ CramerClub,Positive
1150,1150,2019-03-26,"RT @ TheStreet : case n't heard , $ AAPL announcements digest yesterday . @ JimCramer @ marKatRoss LIVE 10 ET h…",Positive
1151,1151,2019-03-26,Analysts finally applauding # StockoftheDay Apple 's services story via @ KevinCurranRM,Neutral
1152,1152,2019-03-26,nightmare mental health residential facilities,Negative
1153,1153,2019-03-26,RT @ two4onebill : @ jimcramer see Time also AppleNews+ . Glad see @ Benioff already bringing quality publication mass…,Positive
1154,1154,2019-03-26,RT @ ShannanSiemens : Real-time reporting @ jimcramer : $ WEN Baconator actually 900 calories . @ SquawkStreet @ Wendys,Neutral
1155,1155,2019-03-26,RT @ BEHousing1 : @ jimcramer # Placenta kept Jim good returns !,Positive
1156,1156,2019-03-26,"RT @ BrianRoemmele : @ felixsalmon @ guan @ dsquareddigest Folks , great insights . answer Apple making money . ton ultimate…",Positive
1157,1157,2019-03-26,n't trade ...,Neutral
1158,1158,2019-03-26,RT @ shettystock : @ jimcramer Per Cramer WSJ strategy partnering Apple ... get Scale . Several problems thesis . ..1 . ) the…,Neutral
1159,1159,2019-03-26,RT @ sarahsgotaplan : @ jimcramer David best banter ! Great way start day watching guys .,Positive
1160,1160,2019-03-26,yep,Neutral
1161,1161,2019-03-26,Put us ! ! @ SquawkStreet,Neutral
1162,1162,2019-03-26,". @ DougKass inverted yield curves , interest rates , recession Fed policy",Neutral
1163,1163,2019-03-26,". @ Sarge986 says use caution small-caps , plus $ AAPL , $ TSLA $ MCD",Neutral
1164,1164,2019-03-26,@ BeckyQuick like `` candy '' Juuls even ca n't buy unless 21 . n't admit tha…,Neutral
1165,1165,2019-03-26,"best exposition Apple plan read . record , cancelling $ 32.99 WSJ I…",Positive
1166,1166,2019-03-26,RT @ TheStreet : Apple Resumes Drive $ 1 Trillion Services Move 'One Billion Pockets ',Neutral
1167,1167,2019-03-26,"Ideally , eps service revenue -- opposed handset -- factored , analysts raising price target , $ AAPL today ...",Positive
1168,1168,2019-03-26,@ elonmusk 's three totally get seem little unfair given many cars produce ...,Negative
1169,1169,2019-03-26,Starbucks indeed tech powered enterprise fabulous product . Chipotle . hate call goo…,Negative
1170,1170,2019-03-26,", . One reasons refuse play analyst role sniff package .",Neutral
1171,1171,2019-03-25,RT @ coreydu : Hey @ jimcramer think could also say thing @ Starbucks ? tech-driven engagement model core a…,Neutral
1172,1172,2019-03-25,RT @ TheStreet : one spot market bottom ? Visit Action Alerts Plus exclusive investing education advice @ JimCr…,Positive
1173,1173,2019-03-25,skinny # StockoftheDay Apple : @ EricJhonsa,Neutral
1174,1174,2019-03-25,RT @ Buqhead21 : @ jimcramer think # Apple Card chance wildly popular successful ... like REALLY popular a…,Positive
1175,1175,2019-03-25,"RT @ EricJhonsa : @ Tgara_Biotech @ jimcramer think 'll fine . supporting TV app , current strategy ( price hardwar…",Positive
1176,1176,2019-03-25,"RT @ TheStreet : invest eSports , well actually understand booming industry ?",Neutral
1177,1177,2019-03-25,'s supposed gamechanging . 's supposed pro-customer ...,Neutral
1178,1178,2019-03-25,want take $ AAPL.. 's different,Neutral
1179,1179,2019-03-25,( non-hashtag_,Neutral
1180,1180,2019-03-25,"RT @ EricJhonsa : Thinking , $ AAPL might reluctant share pricing TV+ Arcade ( launching fall ) because…",Neutral
1181,1181,2019-03-25,"Amazon 's growth slows , margin safety become razor thin : @ MichaelWigginsO",Negative
1182,1182,2019-03-25,RT @ TheStreet : “ else ? else want # StockoftheDay $ AAPL today 's launch new products ? ” think @ JimCramer co…,Positive
1183,1183,2019-03-25,"99 % -- 1 % , include analysts , fell asleep stage went dark",Negative
1184,1184,2019-03-25,von bulow team ! ! fourth amendment work ...,Neutral
1185,1185,2019-03-25,RT @ GlennPrechac : @ jimcramer people crazy Apple announcements . game changers across board,Negative
1186,1186,2019-03-25,usual kind ! ! @ SuzyWelch,Positive
1187,1187,2019-03-25,,Neutral
1188,1188,2019-03-25,RT @ EricJhonsa : Live-bogging $ AAPL services event .,Neutral
1189,1189,2019-03-25,RT @ TheStreet : busy watch # AppleEvent ? @ AnnieGaus @ EricJhonsa # StockoftheDay $ AAPL analysis commentary need…,Positive
1190,1190,2019-03-25,@ ScottWapnerCNBC Put us,Neutral
1191,1191,2019-03-25,RT @ TheStreet : # StockoftheDay $ AAPL better off slightly down ahead # AppleEvent ? @ JimCramer closely watching stock : htt…,Positive
1192,1192,2019-03-25,"@ TiernanRayTech says # StockoftheDay Apple , Google , Microsoft Amazon want like Netflix",Neutral
1193,1193,2019-03-25,change heart $ CVS check @ CramerClub bulletins need protect value of…,Neutral
1194,1194,2019-03-25,@ HalftimeReport @ ScottWapnerCNBC coming up 14 minutes ...,Neutral
1195,1195,2019-03-25,RT @ TheStreet : little $ HD fundamental case study @ Stockdoc999,Negative
1196,1196,2019-03-25,# StockoftheDay Apple shares rise higher # AppleEvent ? @ AnnieGaus breaks down :,Positive
1197,1197,2019-03-25,RT @ TheStreet : Happy Monday ! @ JimCramer @ marKatRoss LIVE 10 ET,Positive
1198,1198,2019-03-25,Apple stock coming down best thing could happen.. shorts come flying moment product is…,Positive
1199,1199,2019-03-25,"yeah , burrito ! !",Neutral
1200,1200,2019-03-25,! ! !,Neutral
1201,1201,2019-03-25,Apple bulls want stock down ahead release !,Negative
1202,1202,2019-03-25,RT @ timseymour : BTW $ TSLA bulls getting nasty,Negative
1203,1203,2019-03-25,,Neutral
1204,1204,2019-03-25,. @ DougKass : release Attorney General Barr 's summary Mueller Report impact markets ?,Positive
1205,1205,2019-03-25,RT @ ShannanSiemens : @ SquawkStreet @ jimcramer : think people blow out $ AAPL 9 ways Sunday unless announce something rea…,Neutral
1206,1206,2019-03-25,"Yes , junior year took strong course selling stocks Salesforce Service to…",Positive
1207,1207,2019-03-25,"RT @ RevShark : Yield Curves , Russian Collusion China Trade Battle Drive Market game plan more-defensive posture tight…",Negative
1208,1208,2019-03-25,RT @ DanRDimicco : @ coach23life @ jimcramer Thank u 4 compliment.The ‘ people ’ # China work hard everyday 2 build success r th…,Negative
1209,1209,2019-03-25,RT @ TheStreet : come down better pasta ? @ JimCramer talks $ DRI,Positive
1210,1210,2019-03-25,RT @ aidourtroops : Mar-22-2019 @ jimcramer # StopTrading # alert `` $ YETI great growth company & amp ; $ CMG slowly heading $ 1000 `` # yeti # cmg…,Positive
1211,1211,2019-03-25,". @ Sarge986 market evolution , China trade , Copper pricing , # AppleEvent : Market Recon",Neutral
1212,1212,2019-03-25,@ HalftimeReport @ ScottWapnerCNBC gang today ! ! ! !,Neutral
1213,1213,2019-03-25,"operate bar restaurant , chief , give break ...",Neutral
1214,1214,2019-03-25,meant said bigger issues involve military projections Belt & amp ; Road Italy last…,Negative
1215,1215,2019-03-25,Sometimes experience dining out family worth . Dazzling sites clean-up . break washi…,Positive
1216,1216,2019-03-25,think given global growth slowing n't bother include ... since everyone else . W…,Neutral
1217,1217,2019-03-25,RT @ TheStreet : “ Perception important reality even though believe recession horizon certainly accept…,Positive
1218,1218,2019-03-25,RT @ jonjayharris : @ jimcramer Eataly close Heaven,Neutral
1219,1219,2019-03-25,piece relentless sellers,Neutral
1220,1220,2019-03-24,great Eatily ?,Positive
1221,1221,2019-03-24,RT @ LongShortTrader : Jim Cramer : Stay Course Recession Coming,Neutral
1222,1222,2019-03-24,"Apple would willing give service offers many apps subscribe discounted , bund…",Positive
1223,1223,2019-03-24,must work conquer list ... .,Neutral
1224,1224,2019-03-24,RT @ DougKass : @ realmoney @ jimcramer,Neutral
1225,1225,2019-03-24,"thank ... wife pick charities ... hospitals , schools , Babies Heart Fund ... likely be…",Neutral
1226,1226,2019-03-24,ready ... @ BarSanMiguelBK,Positive
1227,1227,2019-03-24,"RT @ DanRDimicco : @ DavidBougs @ jimcramer Defeatists need apply ! Course # China stolen , cheated , broke promises , etc . will…",Neutral
1228,1228,2019-03-24,Night cap,Neutral
1229,1229,2019-03-24,Could go deep,Neutral
1230,1230,2019-03-24,Bad Blood ! !,Negative
1231,1231,2019-03-24,RT @ DanRDimicco : Belt & amp ; Road France—You see going ... China pivot pilfer European wealth middle class…,Neutral
1232,1232,2019-03-24,Heaven,Neutral
1233,1233,2019-03-23,Glass cork ! @ BarSanMiguelBK,Neutral
1234,1234,2019-03-23,MEZCAL ’ @ BarSanMiguelBK,Neutral
1235,1235,2019-03-23,’ National Dog Day !,Neutral
1236,1236,2019-03-23,Always delight help out @ BarSanMiguelBK ! ! Tonight,Neutral
1237,1237,2019-03-23,Never seen one ...,Neutral
1238,1238,2019-03-23,never seen banks badly last ten years.. overdone algos power…,Neutral
1239,1239,2019-03-23,huge fan Bozal including new ones . like Bozal black . serve @ BarSanMiguelBK ..Hi…,Positive
1240,1240,2019-03-23,"Indeed , Coach , time get together ! ! fabulous job ...",Positive
1241,1241,2019-03-23,RT @ IridiumComm : Miss last night 's episode @ MadMoneyOnCNBC ? Check out @ jimcramer 's interview @ IridiumBoss learn # Ir…,Neutral
1242,1242,2019-03-22,RT @ carlquintanilla : GO .,Neutral
1243,1243,2019-03-22,Hope see @ BarSanMiguelBK .. trying new mezcals ... .,Positive
1244,1244,2019-03-22,"Hey Oliver Wendell Holmes Jr , contempt Nathan 's court legal disputes . need focus…",Positive
1245,1245,2019-03-22,"Chief , today 's Q-tip award goes . adamant economy slowing months . have…",Positive
1246,1246,2019-03-22,RT @ DougKass : new lows Naz since 12/31 ! 1/2 nyse @ realmoney @ hmeisler @ jimcramer @ tomkeene,Positive
1247,1247,2019-03-22,'s total canard . said many times ca n't trust market bid up programs..,Positive
1248,1248,2019-03-22,RT @ blichtor : @ jimcramer @ MadMoneyOnCNBC $ IRDM incredible . First discovered @ SpaceX rocket launches 2016 . See @ BarSanM…,Positive
1249,1249,2019-03-22,Iridium Planet Fitness -- tonight @ MadMoneyOnCNBC,Neutral
1250,1250,2019-03-22,RT @ JDWheelerCo : Watching Actions Alerts @ CramerClub Members Video Shag walks free pizza . forget stocks…,Positive
1251,1251,2019-03-22,since came public ...,Neutral
1252,1252,2019-03-22,. @ DougKass : Kill Quants Kill Markets,Neutral
1253,1253,2019-03-22,RT @ TheStreet : Want learn major tech players shaking up gaming industry ? Download report :,Positive
1254,1254,2019-03-22,Hope see @ BarSanMiguelBK work tonight ! !,Neutral
1255,1255,2019-03-22,Wall Street builds case buy # StockoftheDay Nike $ NKE weakness via @ KevinCurranRM,Neutral
1256,1256,2019-03-22,"RT @ TheStreet : . @ marKatRoss @ SHAQ talk corporate diversity , investing tips certain $ PZZA headline may heard :",Positive
1257,1257,2019-03-22,RT @ TheStreet : Ready Apple $ AAPL event ? 's @ AnnieGaus watching :,Positive
1258,1258,2019-03-22,Shaq told done well @ MadMoneyOnCNBC,Neutral
1259,1259,2019-03-22,RT @ TheStreet : Fed up ? 's central bank changed retirement plans :,Neutral
1260,1260,2019-03-22,Let machines work ; let market come . heroes ...,Neutral
1261,1261,2019-03-22,RT @ ScottWapnerCNBC : Tony Sacconaghi appear @ HalftimeReport @ jimcramer MONDAY discuss debate $ aapl sto…,Neutral
1262,1262,2019-03-22,RT @ TheStreet : exactly Stadia mean $ GOOGL ? @ ZevFima @ JimCramer 's Action Alerts Plus investing club break…,Positive
1263,1263,2019-03-22,Nvidia 's datacenter chief talks @ EricJhonsa AI software edge,Neutral
1264,1264,2019-03-22,Machines dominate upside ... .at least rapid . Remember sstock naturally go down faster go up…,Negative
1265,1265,2019-03-22,n't know terms . n't know like something part upgrade.. n't know en…,Neutral
1266,1266,2019-03-22,get inverted yield curve program trading out way ... Could take bit,Neutral
1267,1267,2019-03-22,RT @ TheStreet : Happy Friday ! @ JimCramer @ marKatRoss LIVE 10 ET,Positive
1268,1268,2019-03-22,good ! $ BBY,Positive
1269,1269,2019-03-22,RT @ ShannanSiemens : @ SquawkStreet @ jimcramer : 's @ elonmusk today ? Making cars ? got up 3am start tweeting - 's b…,Neutral
1270,1270,2019-03-22,RT @ ShannanSiemens : n't @ Elon ! @ SquawkStreet @ jimcramer @ elonmusk : Let someone else handle Twitter account - get so…,Neutral
1271,1271,2019-03-22,RT @ ScottWapnerCNBC : . @ jimcramer,Neutral
1272,1272,2019-03-22,RT @ ShannanSiemens : @ SquawkStreet @ jimcramer @ elonmusk : 's under fire want keep job 's great industri…,Positive
1273,1273,2019-03-22,RT @ SaraEisen : Must watch 10am @ CNBC @ SquawkStreet,Neutral
1274,1274,2019-03-22,deserving,Positive
1275,1275,2019-03-22,enough pipe buy ...,Neutral
1276,1276,2019-03-22,@ elonmusk listen knows n't want trouble stuff . Apology tweet moni…,Negative
1277,1277,2019-03-22,# StockoftheDay Nike $ NKE stock slips guidance comes up short via @ KevinCurranRM,Neutral
1278,1278,2019-03-22,"Europe 's Economic Turmoil , Avoiding Bank Stocks . Apple 's Show Time : @ Sarge986 breaks down",Positive
1279,1279,2019-03-22,"@ JoeSquawk , @ BeckyQuick , @ WilfredFrost Mr. Bertolini , largest shareholder $ CVS think Larry 's work…",Neutral
1280,1280,2019-03-22,Strong stock ; great momentum $ LULU,Positive
1281,1281,2019-03-22,market decline German weakness ? ? ? ?,Neutral
1282,1282,2019-03-22,talk Nike @ SquawkStreet Different take,Neutral
1283,1283,2019-03-22,"@ elonmusk Boss , 've got ton today . got new lease life judge . bag lawye…",Positive
1284,1284,2019-03-22,RT @ TheStreet : Looking forward big Apple $ AAPL event ? 's @ JimCramer n't :,Neutral
1285,1285,2019-03-22,Cisco Systems Poised Rally Weeks Ahead : @ BruceKamich,Neutral
1286,1286,2019-03-21,Anyone feel emboldened buy $ CVS interview Larry Merlo ? ?,Neutral
1287,1287,2019-03-21,Netflix 's Latest Pricing Tests Worth Keeping Eye - @ EricJhonsa Tech Check,Positive
1288,1288,2019-03-21,RingCentral looks headed $ 125 area : @ BruceKamich,Neutral
1289,1289,2019-03-21,"@ elonmusk n't clear anything tweet ! ! 'm immaterial ! make cars today , n't tweet !",Positive
1290,1290,2019-03-21,# StockoftheDay Micron Ceding Market Share South Korea ? - @ KevinCurranRM,Neutral
1291,1291,2019-03-21,n't true . focused contempt charge much think Judge Nathan worthy of…,Positive
1292,1292,2019-03-21,RT @ TheStreet : 's next @ ElonMusk ( man Twitter handle ) ? @ JimCramer breaks down 3 scenarios @ RealMoney :,Negative
1293,1293,2019-03-21,Actually true . Elon fraudster . contempt court . 's matter Musk v. Nathan…,Positive
1294,1294,2019-03-21,"sorry , boss , working show ! bad ! ! go make cars , go make show ! !",Negative
1295,1295,2019-03-21,RT @ TheStreet : one spot market bottom ? Visit Action Alerts Plus exclusive investing education advice @ JimCr…,Positive
1296,1296,2019-03-21,bounce Green Dot could fall : @ BruceKamich,Negative
1297,1297,2019-03-21,"Put under , Elon ’ lawyers take gander !",Neutral
1298,1298,2019-03-21,RT @ JLGoode3 : BOOYAH ! ! ! CEO Larry Merlo @ MadMoneyOnCNBC @ jimcramer -- perfect forum learn @ CVSHealth leading…,Positive
1299,1299,2019-03-21,"Guys , know old ? turned down Stanford Harvard",Negative
1300,1300,2019-03-21,"old days would called fraud , mountebank knave , 's up , n't ha…",Positive
1301,1301,2019-03-21,nobody ever got hurt taking profit say n't trade apple,Neutral
1302,1302,2019-03-21,Let 's see get judge -- Hoo-Hah !,Neutral
1303,1303,2019-03-21,"@ WilfredFrost got ta go Grove , , Boss . Unlimited salad ! ! over",Neutral
1304,1304,2019-03-21,RT @ TheStreet : n't # StockoftheDay $ MU . @ KevinCurranRM talks alternative,Neutral
1305,1305,2019-03-21,"RT @ TheStreet : 'Everybody Levi 's story , ' story $ LEVI IPO tell ? @ marKatRoss spoke @ LEVIS CFO Harmit Singh : htt…",Neutral
